id,sender,received_at,text
2701,بنك الرياض,2024-09-29T04:36:00,"تم تحويل مبلغ 20,627.22 AED الى mohammed ali رقم المرجع 548389182 الرصيد 480,958.55"
2702,riyad bank,2024-02-17T13:20:00,خصم رسوم 27.23 SAR على الحساب ***994 رقم العملية 324162230
2703,riyad bank,2024-06-11T02:27:00,"عملية شراء بمبلغ 32,671.48 SAR لدى صيدلية النهدي بالبطاقة xxxx8107 بتاريخ 2024-06-11 الرصيد المتاح 223,451.45"
2704,بنك الرياض,2024-10-06T18:50:00,"Purchase  of USD 70,265.49 at starbucks on card ending xxxx4566 on 06/10/2024 18:50. Available balance USD 10,928.33"
2705,snb,2024-05-15T23:11:00,رمز التحقق الخاص بك هو 683519 صالح لمدة 10 دقائق لا تشاركه مع احد
2706,riyad bank,2024-06-04T05:27:00,"Bill payment USD 13,330.27 to نون succeeded. Fee USD 37.50. Ref 746168000"
2707,الراجحي,2024-08-07T02:07:00,"‏Transfer of AED 46,908.66 to mohammed ali completed. Ref 605514647. Balance AED 398,759.58‎"
2708,الراجحي,2024-02-17T09:07:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***٧٧٥ للاستفسار اتصل على ٩٦٦٥٧١٢٧١٧٣٧
2709,snb,2024-12-10T16:15:00,"ATM withdrawal USD 1,795.98 from account ***206 on 10/12/2024. Available balance USD 112,679.75"
2710,alrajhi,2024-03-03T04:53:00,Your OTP is 524018. Valid for 10 minutes. Do not share it with anyone
2711,الأهلي,2024-10-25T07:24:00,Your OTP is 136700. Valid for 10 minutes. Do not share it with anyone
2712,بنك الرياض,2024-06-15T00:01:00,Your card xxxx7061 was declined at carrefour hyper due to insufficient funds
2713,alrajhi,2024-05-02T06:54:00,"Bill payment USD 61,155.61 to carrefour hyper succeeded. Fee USD 90.27. Ref 184025661"
2714,الأهلي,2024-08-13T14:15:00,"Purchase of AED 41,740.87 at بنده on card ending ****1997 on 2024-08-13 14:15. Available balance AED 125,721.61"
2715,الراجحي,2024-04-24T07:55:00,"Salary of ر.س 79,933.31 credited to account ***315 on 24/04/2024"
2716,snb,2024-08-13T02:13:00,Your card xxxx9729 was declined at amazon.sa due to insufficient funds
2717,الراجحي,2024-05-13T18:46:00,"ATM withdrawal ر.س 42,724.58 from account ***286 on 2024-05-13. Available ba"
2718,alrajhi,2024-04-30T22:10:00,"Salary of ر.س 56,419.27 credited to account ***306 on 30/04/2024"
2719,snb,2024-04-04T14:58:00,"Dear customer, service apple pay was activated on account ***495. Call 966577827842 for help"
2720,alrajhi,2024-03-19T11:25:00,"Bill payment ر.س 24,715.97 to jarir bookstore succeeded. Fee ر.س 52.32. Ref 526021882"
2721,snb,2024-01-02T13:41:00,"Salary of ر.س 14,972.27 credited to account ***115 "
2722,الراجحي,2024-08-16T22:16:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***845 للاستفسار اتصل على 966532361800
2723,بنك الرياض,2024-04-17T04:41:00,خصم رسوم 70.77 USD على الحساب ***172 رقم العملية 132843988
2724,snb,2024-07-04T09:31:00,"Bill  payment USD 33,742.96 to amazon.sa succeeded. Fee USD 46.1"
2725,riyad bank,2024-07-05T15:48:00,"ATM withdrawal USD 80,747.70 from account ***996 on 2024-07-05. Available balance USD 247,904.40"
2726,الراجحي,2024-09-22T08:57:00,"تم تحويل مبلغ ٣,٥٠٠.٥٧ AED الى mohammed ali رقم المرجع ٢٥٨٨٠٦٣٥٢ الرصيد ٣٩١,٦١٩.٥٢"
2727,الراجحي,2024-12-04T19:47:00,"تم تحويل مبلغ 59,314.50 USD الى acme trading llc رقم المرجع 724847575 الرصيد 14,838.03"
2728,alrajhi,2024-12-06T11:06:00,Your card xxxx9227 was declined at starbucks due to insufficient funds
2729,alrajhi,2024-06-01T07:23:00,"Bill payment USD 79,319.32 to carrefour hyper succeeded. Fee USD 54.58. Ref 665456423"
2730,بنك الرياض,2024-05-20T06:08:00,"سحب نقدي 64,761.38 USD من الحساب ***475 بتاريخ 20/05/2024 الرصيد المتاح 47,306.69"
2731,بنك الرياض,2024-04-22T00:34:00,"سحب نقدي ٤٢,٧٩٠.٦٥ USD من الحساب ***٤٠٠ بتاريخ ٢٢/٠٤/٢٠٢٤ الرصيد المتاح ٢٩١,٤٩٤.٨٨"
2732,alrajhi,2024-08-09T22:06:00,"‏عملية شراء بمبلغ 80,123.77 ر.س لدى نون بالبطاقة ****2589 بتاريخ 2024-08-09 الرصيد المتاح 229,269.45‎"
2733,بنك الرياض,2024-07-18T00:33:00,Your card ****5392 was declined at نون due to insufficient funds
2734,الأهلي,2024-07-02T13:15:00,Your OTP is 226500. Valid for 15 minutes. Do not share it with anyone
2735,الراجحي,2024-04-24T21:14:00,خصم Ø±Ø³ÙˆÙ… 86.87 AED Ø¹Ù„Ù‰ Ø§Ù„Ø­Ø³Ø§Ø¨ ***857 رقم العملية 740924872
2736,snb,2024-07-09T12:59:00,"تم ايداع راتب بمبلغ 34,132.88 AED في الحساب ***677 بتاريخ 09/07/2024"
2737,الأهلي,2024-06-14T08:02:00,رمز التحقق الخاص بك هو 824457 صالح لمدة 15 دقائق لا تشاركه مع احد
2738,alrajhi,2024-10-10T10:55:00,تم ايداع راتب بمبلغ 81.12 SAR في الحساب ***360 بتار
2739,snb,2024-11-29T08:03:00,خصم  رسوم 97.43 SAR على الحساب ***825 رقم العملية 184951149
2740,الراجحي,2024-02-06T20:11:00,"Transfer of SAR 40,938.72 to mohammed ali completed. Ref 161720591. Balance SAR 54,879.44 شكرا لك"
2741,riyad bank,2024-08-30T15:42:00,"Dear customer, service الحوالات الفورية was activated on account ***190. Call 966535205323 for help"
2742,alrajhi,2024-08-22T10:26:00,"Salary  of USD 52,247.92 credited to account ***832 on 22/08/2024"
2743,بنك الرياض,2024-07-04T19:48:00,"تم تحويل مبلغ 11,537.01 SAR الى خالد العتيبي رقم المرجع 837065406 الرصيد 386,059.75"
2744,snb,2024-12-02T08:08:00,"عملية شراء بمبلغ 88,538.23 AED لدى بنده بالبطاقة ****2621 بتاريخ 2024-12-02 الرصيد المتاح 270,931.96"
2745,الأهلي,2024-02-24T07:30:00,خصم رسوم 31.53 AED على الحساب ***519 رقم العملية 571377023
2746,الأهلي,2024-07-14T08:15:00,"‏Transfer of ر.س 79,197.41 to خالد العتيبي completed. Ref 168352660. Balance ر.س 465,541.94‎"
2747,snb,2024-04-28T06:16:00,"Transfer of ر.س 26,266.21 to mohammed ali completed. Ref 400222355. Bal"
2748,alrajhi,2024-08-14T01:53:00,Your OTP is 736642. Valid for 15 minutes. Do not share it with anyone
2749,الراجحي,2024-02-01T07:03:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***873 للاستفسار اتصل على 966573668926
2750,الراجحي,2024-07-12T07:12:00,خصم رسوم 52.30 SAR على الحساب ***185 رقم العملية 704870278
2751,الأهلي,2024-02-20T16:59:00,"سحب نقدي 21,762.72 USD من الحساب ***656 بتاريخ 20/02/2024 الرصيد المتاح 251,424.59"
2752,alrajhi,2024-05-26T11:25:00,"عملية شراء بمبلغ 45,165.35 SAR لدى jarir bookstore بالبطاقة xxxx5553 بتاريخ 26/05/2024 الرصيد المتاح 394,725.53"
2753,الراجحي,2024-07-10T01:42:00,"تم ايداع راتب بمبلغ 30,287.49 SAR في الحساب ***361 بتاريخ 2024-07-10"
2754,riyad bank,2024-10-27T02:20:00,"Bill payment SAR 68,068.58 to amazon.sa succeeded. Fee SAR 89.64. Ref 574918519"
2755,الراجحي,2024-02-23T06:24:00,عزيزنا  العميل تم تفعيل خدمة sms alerts على حسابك ***٣٦٥ للاستفسار اتصل على ٩٦٦٥٤١٦٨٤٧٣٩
2756,alrajhi,2024-06-17T21:01:00,Your card ****8644 was declined at نون due to insufficient funds
2757,الأهلي,2024-08-30T13:48:00,"تم ايداع راتب بمبلغ 53,627.94 ر.س في الحساب ***425 بتاريخ 2024-08-30"
2758,alrajhi,2024-09-12T17:04:00,"عملية شراء بمبلغ 4,247.33 USD لدى هنقرستيشن بالبطاقة ****1439 بتاريخ 2024-09-12 الرصيد المتاح 429,061.28"
2759,riyad bank,2024-02-11T01:06:00,خصم رسوم 6.27 ر.س على الحساب ***928 رقم العملية 456268177 شكرا لك
2760,riyad bank,2024-02-16T01:39:00,Your OTP is 803666. Valid for 10 minutes. Do not share it with anyone
2761,alrajhi,2024-03-12T17:17:00,Your OTP is 205958. Valid for 10 minutes. Do not share it with anyone
2762,riyad bank,2024-11-29T13:55:00,"Transfer of SAR 8,096.00 to acme trading llc completed. Ref 859075388. Balance SAR 260,440.23"
2763,الأهلي,2024-10-28T08:59:00,"Purchase of AED 19,700.29 at amazon.sa on card ending xxxx5350 on 28/10/2024 08:59. Available balance AED 160,617.27"
2764,بنك الرياض,2024-07-14T23:56:00,خصم رسوم 8.29 AED على الحساب ***644 رقم العملية 198762182 شكرا لك
2765,riyad bank,2024-09-09T04:28:00,"تم تحويل مبلغ 43,707.86 SAR الى acme trading llc رقم المرجع 711047369 الرصيد 250,604.58"
2766,riyad bank,2024-09-01T09:19:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***313 للاستفسار اتصل على 966582213666
2767,الأهلي,2024-04-30T06:35:00,"تم ايداع راتب بمبلغ 62,257.55 ر.س في الحساب ***998 بتاريخ 30/04/2024"
2768,بنك الرياض,2024-02-24T05:39:00,"Salary of AED 33,091.24 credited to account ***583 on 2024-02-24"
2769,الأهلي,2024-03-05T19:26:00,Your card xxxx1407 was declined at صيدلية النهدي due to insufficient funds
2770,snb,2024-10-25T03:14:00,Your  card xxxx1106 was declined at amazon.sa due to insufficient funds
2771,alrajhi,2024-01-10T02:55:00,"‏Purchase of SAR 78,452.54 at هنقرستيشن on card ending ****6721 on 10/01/2024 02:55. Available balance SAR 25,582.86‎"
2772,الأهلي,2024-10-04T06:21:00,"Bill payment Ø±.Ø³ 85,015.50 to Ø¨Ù†Ø¯Ù‡ succeeded. Fee ر.س 48.52. Ref 675018227"
2773,snb,2024-01-10T20:33:00,خصم Ø±Ø³ÙˆÙ… 82.49 Ø±.Ø³ Ø¹Ù„Ù‰ Ø§Ù„Ø­Ø³Ø§Ø¨ ***661 رقم العملية 653482053
2774,بنك الرياض,2024-06-17T01:08:00,"عملية شراء بمبلغ ٢٦,٠٣٢.٧٦ USD لدى carrefour hyper بالبطاقة xxxx٣٩٢٨ بتاريخ ٢٠٢٤-٠٦-١٧ الرصيد المتاح ١٥٣,٦٦٢.١٢"
2775,بنك الرياض,2024-10-03T07:26:00,"‏Salary of USD 13,283.10 credited to account ***950 on 2024-10-03‎"
2776,الأهلي,2024-05-23T12:28:00,"تم Ø§ÙŠØ¯Ø§Ø¹ Ø±Ø§ØªØ¨ Ø¨Ù…Ø¨Ù„Øº 42,194.42 USD Ùي الحساب ***571 بتاريخ 2024-05-23"
2777,الأهلي,2024-01-13T09:33:00,رمز التحقق الخاص بك هو 64604 صالح لمدة 10 دقائق لا تشاركه مع احد
2778,snb,2024-03-15T23:18:00,"عملية شراء بمبلغ 42,438.27 USD لدى starbucks بالبطاقة xxxx9779 بتاريخ 2024-03-15 الرصيد المتاح 41,820.42"
2779,بنك الرياض,2024-11-07T03:01:00,"Purchase of ر.س 6,303.69 at jarir bookstore on card ending xxxx6859 on 07/11/2024 03:01. Available balance ر.س 3,008.93"
2780,riyad bank,2024-10-10T00:49:00,"Bill payment SAR 24,903.99 to صيدلية النهدي succeeded. Fee SAR 64.09. Ref 516318102"
2781,alrajhi,2024-06-08T21:43:00,Your OTP is 806558. Valid for 15 minutes. Do not share it with anyone
2782,snb,2024-07-20T16:30:00,"تم  ØªØ­ÙˆÙŠÙ„ Ù…Ø¨Ù„Øº 47,046.97 SAR Ø§Ù„Ù‰ Ø®Ø§Ù„Ø¯ Ø§Ù„Ø¹ØªÙŠØ¨ي رقم المرجع 644091465 الرصيد 250,507.45"
2783,بنك الرياض,2024-10-23T14:27:00,"‏Transfer of AED 11,770.10 to acme trading llc completed. Ref 374849408. Balance AED 175,886.13‎"
2784,riyad bank,2024-08-08T02:02:00,"ATM withdrawal AED 38,139.42 from account ***167 on 08/08/2024. Available balance AED 86,213.02"
2785,الأهلي,2024-11-05T06:06:00,خصم رسوم 66.40 AED على الحساب ***902 رقم العملية 269766349
2786,الأهلي,2024-01-12T00:12:00,"Purchase of AED 8,736.96 at صيدلية النهدي on card ending ****5831 on 2024-01-12 00:12. Available balance AED 104,856.13"
2787,snb,2024-01-16T14:39:00,‏خصم رسوم 76.56 USD على الحساب ***928 رقم العملية 868200790‎
2788,الأهلي,2024-11-21T06:56:00,"سحب نقدي 61,627.62 USD من الحساب ***698 بتاريخ 21/11/2024 الرصيد المتاح 285,537.86"
2789,alrajhi,2024-05-09T11:32:00,"Bill payment AED 88,473.87 to starbucks succeeded. Fee AED 46.36. Ref 179333463"
2790,riyad bank,2024-12-02T20:48:00,‏Your OTP is 875112. Valid for 5 minutes. Do not share i
2791,الأهلي,2024-06-15T03:24:00,"‏تم تحويل مبلغ 52,354.96 ر.س الى acme trading llc رقم المرجع 732645480 الرصيد 191,034.97‎"
2792,الأهلي,2024-02-16T19:19:00,‏Your OTP is 277889. Valid for 15 minutes. Do not share it with anyone‎ thank you
2793,alrajhi,2024-06-04T22:04:00,"Dear customer, service المدفوعات الدولية was activated on account ***121. Call 966572426512 for help"
2794,بنك الرياض,2024-03-02T06:59:00,خصم رسوم 26.77 ر.س على الحساب ***206 رقم العملية 416291323
2795,الأهلي,2024-02-25T16:24:00,"تم  ايداع راتب بمبلغ 9,611.65 ر.س في الحساب ***583 بتاريخ 2024-02-25"
2796,الراجحي,2024-09-14T16:24:00,"تم تحويل مبلغ 82,592.64 SAR الى نورة الشمري رقم المرجع 273323447 الرصيد 137,424.37"
2797,alrajhi,2024-08-17T17:32:00,"‏Salary of ر.س 69,389.34 credited to account ***428 on 2024-08-17‎"
2798,alrajhi,2024-01-07T20:46:00,Your OTP is 183621. Valid for 15 minutes. Do not share it with anyone
2799,snb,2024-07-06T10:56:00,"تم ايداع راتب بمبلغ 86,544.72 USD في الحساب ***726 بتاريخ 06/07/2024"
2800,snb,2024-01-04T22:04:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***289 للاستفسار اتصل على 966546677326
2801,الأهلي,2024-01-25T07:21:00,"سحب نقدي 83,133.22 USD من الحساب ***601 بتاريخ 2024-01-25 الرصيد المتاح 142,399.80"
2802,alrajhi,2024-04-04T05:00:00,"Purchase of SAR 46,376.38 at بنده on card ending ****7508 on 2024-04-04 05:00. Available balance SAR 36,067.72"
2803,الراجحي,2024-07-08T06:26:00,رمز  التحقق الخاص بك هو 543523 صالح لمدة 15 دقائق لا تشاركه مع احد
2804,snb,2024-10-01T05:21:00,"سحب نقدي 13,387.38 AED من الحساب ***748 بتاريخ 01/10/2024 الرصيد المتاح 498,881.16"
2805,بنك الرياض,2024-04-09T02:17:00,"Salary of AED 14,623.97 credited to account ***835 on 2024-04-09"
2806,الأهلي,2024-09-15T14:09:00,"Dear customer, service المدفوعات الدولية was activated on account ***856. Call 966568287029 for help"
2807,snb,2024-04-27T08:14:00,Your card xxxx8177 was declined at نون due to insuf
2808,الراجحي,2024-06-10T11:28:00,رمز التحقق الخاص بك هو 445035 صالح لمدة 5 دقائق لا تشاركه مع احد
2809,بنك الرياض,2024-10-03T16:58:00,"Transfer of ر.س 46,608.24 to mohammed ali completed. Ref 455767431. Balance ر.س 91,849.23"
2810,snb,2024-05-10T13:40:00,"تم ايداع راتب بمبلغ 31,109.33 AED في الحساب ***731 بتاريخ 10/05/2024"
2811,الأهلي,2024-05-15T18:21:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***248 للاستفسار اتصل على 966531642412
2812,alrajhi,2024-06-23T23:38:00,خصم رسوم 95.71 ر.س على الحساب ***834 رقم العملية 282301049
2813,alrajhi,2024-11-27T12:11:00,"ATM withdrawal AED 41,650.68 from account ***226 on 2024-11-27. Available balance AED 194,845.91"
2814,الأهلي,2024-05-14T05:47:00,Your card ****8944 was declined at صيدلية النهدي due to insufficient funds
2815,riyad bank,2024-11-03T20:53:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***946 للاستفسار اتصل على 966580809865
2816,بنك الرياض,2024-03-08T12:07:00,"تم تحويل مبلغ 746.03 AED الى sara a. رقم المرجع 559033783 الرصيد 53,559.58"
2817,riyad bank,2024-04-22T05:47:00,‏Your card ****3742 was declined at نون due to insufficient funds‎
2818,snb,2024-08-23T12:23:00,"سحب Ù†Ù‚Ø¯ÙŠ 66,218.49 Ø±.Ø³ Ù…Ù† Ø§Ù„Ø­Ø³Ø§Ø¨ ***110 Ø¨ØªØ§ريخ 2024-08-23 الرصيد المتاح 443,684.86"
2819,snb,2024-11-18T05:14:00,"Dear customer, service الحوالات الفورية was activated on account ***784. Call 966561999038 for help"
2820,riyad bank,2024-05-13T13:44:00,Your card ****9632 was declined at هنقرستيشن due to insufficient funds
2821,الراجحي,2024-01-18T00:19:00,"تم تحويل مبلغ 38,889.77 USD الى acme trading llc رقم المرجع 584622758 الرصيد 351,706.55"
2822,snb,2024-06-05T03:03:00,"تم  ايداع راتب بمبلغ 31,022.05 SAR في الحساب ***216 بتاريخ 2024-06-05"
2823,snb,2024-07-22T05:45:00,"Transfer of SAR 78,558.22 to نورة الشمري completed. Ref 147638821. Balance SAR 169,741.01"
2824,بنك الرياض,2024-08-29T10:33:00,رمز  التحقق الخاص بك هو 847869 صالح لمدة 5 دقائق لا تشاركه مع احد
2825,snb,2024-07-14T21:45:00,"‏ATM withdrawal SAR 36,563.12 from account ***411 on 14/07/2024. Available balance SAR 418,709.49‎"
2826,بنك الرياض,2024-04-26T05:43:00,"‏Dear customer, service الحوالات الفورية was activated on account ***287. Call 966557330461 for help‎"
2827,بنك الرياض,2024-04-19T01:21:00,"ATM withdrawal USD 50,128.30 from account ***428 on 2024-04-19. Available balance USD 367,363.26 شكرا لك"
2828,الأهلي,2024-09-30T01:35:00,"تم ØªØ­ÙˆÙŠÙ„ Ù…Ø¨Ù„Øº 47,061.81 SAR Ø§Ù„Ù‰ Ù†ÙˆØ±Ø© Ø§Ù„Ø´Ù…Ø±ي رقم المرجع 537961826 الرصيد 444,794.98"
2829,alrajhi,2024-03-05T09:07:00,"ATM withdrawal USD 86,862.46 from account ***242 on 05/03/2024. Available balance USD 42,051.60"
2830,alrajhi,2024-10-18T02:59:00,رمز التحقق الخاص بك هو 69951 صالح لمدة 15 دقائق لا تشاركه مع احد
2831,alrajhi,2024-06-27T09:48:00,"Salary of USD 52,188.47 credited to account ***993 on 2024-06-27"
2832,snb,2024-08-01T17:33:00,"‏تم تحويل مبلغ 52,512.06 SAR الى خالد العتيبي رقم المرجع 660980093 الرصيد 422,141.93‎"
2833,snb,2024-06-20T10:31:00,"تم ايداع راتب بمبلغ 31,744.32 AED في الحساب ***890 بتاريخ 20/06/2024"
2834,snb,2024-04-23T23:40:00,Your card xxxx8673 was declined at بنده due to insufficient funds
2835,بنك الرياض,2024-10-20T22:48:00,"سحب  نقدي 56,853.12 ر.س من الحساب ***129 بتاريخ 2024-10-20 الرصيد المتاح 27,129.88"
2836,alrajhi,2024-01-10T19:41:00,Your OTP is 785425. Valid for 10 minutes. Do not share it with anyone شكرا لك
2837,بنك الرياض,2024-12-07T17:15:00,"Salary of ر.س 58,510.32 credited to account ***968 on 2024-12-07 شكرا لك"
2838,الأهلي,2024-01-09T17:29:00,"Bill payment ر.س 74,238.76 to بنده succeeded. Fee ر.س 36.94. Ref 364858642"
2839,snb,2024-01-04T04:34:00,"Bill payment SAR 2,557.19 to carrefour hyper succeeded. Fee SAR 54.75. Ref 396617915"
2840,الأهلي,2024-01-02T18:33:00,"Transfer of USD 60,143.81 to نورة الشمري completed. Ref 372048208. Balance USD 344,470.24 -الأهلي"
2841,الأهلي,2024-07-05T03:37:00,"Bill payment SAR 68,718.42 to carrefour hyper succeeded. Fee SAR 62.59. Ref 330563447"
2842,alrajhi,2024-08-04T02:39:00,Your  card ****4775 was declined at هنقرستيشن due to insufficient funds
2843,الأهلي,2024-12-12T07:03:00,"Transfer of ر.س 14,802.33 to sara a. completed. Ref 651328893. Balance ر.س 121,614.34"
2844,بنك الرياض,2024-03-31T10:54:00,"Transfer of AED ٧٦,٧٩١.٢٠ to acme trading llc completed. Ref ٢٧٤٩٤٨٦٠٢. Balance AED ٢٨١,١٤٧.٣٠"
2845,riyad bank,2024-09-22T07:48:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***769 للاستفسار اتصل على 966560239873
2846,الراجحي,2024-07-15T20:00:00,"Transfer of Ø±.Ø³ 76,275.60 to sara a. completed. Ref 457437466. Balance ر.س 187,009.51"
2847,snb,2024-08-13T18:07:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***238 للاستفسار اتصل على 966563076690
2848,riyad bank,2024-11-10T07:29:00,"ATM withdrawal AED 2,927.04 from account ***399 on 2024-11-10. Available balance AED 471,367.12"
2849,بنك الرياض,2024-04-22T01:26:00,Your OTP is 479191. Valid for 5 minutes. Do not share it with anyone
2850,riyad bank,2024-10-15T08:18:00,Your OTP is 167481. Valid for 15 minutes. Do not share it with anyone
2851,alrajhi,2024-04-24T15:05:00,Your card xxxx٢١٠١ was declined at هنقرستيشن due to insufficient funds
2852,الأهلي,2024-12-07T11:28:00,خصم  رسوم 9.52 SAR على الحساب ***636 رقم العملية 574724459
2853,snb,2024-12-12T19:16:00,"Transfer of AED 42,993.10 to acme trading llc completed. Ref 635477630. Balance AED 37,154.20"
2854,alrajhi,2024-10-12T07:00:00,Your OTP is 408310. Valid for 15 minutes. Do not share it with anyone
2855,الراجحي,2024-04-30T23:47:00,"Purchase of ر.س ٦٣,٦٧٨.٦٠ at amazon.sa on card ending xxxx٦٢٣٥ on ٣٠/٠٤/٢٠٢٤ ٢٣:٤٧. Available balance ر.س ٤٢٥,٨٨٥.٨٣"
2856,snb,2024-11-24T20:44:00,"Bill payment USD 9,201.73 to carrefour hyper succeeded. Fee USD 4.79. Ref 355166054"
2857,riyad bank,2024-02-08T07:51:00,"Dear  customer, service sms alerts was activated on account ***974. Call 966553185148 for help"
2858,snb,2024-06-12T20:49:00,"Transfer of ر.س ٨٦,٧٨٦.٦٢ to نورة الشمري completed. Ref ٣٣٤٩٧٩٦٤٨. Balance ر.س ٦٧,٧٤٦.٩٣"
2859,بنك الرياض,2024-09-15T09:11:00,"ATM withdrawal ر.س 36,446.30 from account ***691 on 15/09/2024. Available balance ر.س 278,400.49"
2860,الأهلي,2024-10-08T05:37:00,"ATM withdrawal AED 79,992.20 from account ***200 on 08/10/2024. Available balance AED 396,285.10"
2861,snb,2024-05-03T02:05:00,Your card ****6052 was declined at starbucks due to insufficient funds -alrajhi
2862,بنك الرياض,2024-01-01T22:58:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***437 للاستفسار اتصل على 966586440704
2863,snb,2024-01-17T18:43:00,Your OTP is 119977. Valid for 5 minutes. Do not share 
2864,alrajhi,2024-04-14T11:13:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***131 للاستفسار اتصل على 966580496806
2865,بنك الرياض,2024-06-07T01:06:00,خصم رسوم 86.08 SAR على الحساب ***535 رقم العملية 838469590
2866,alrajhi,2024-04-18T19:02:00,خصم Ø±Ø³ÙˆÙ… 10.71 USD Ø¹Ù„Ù‰ Ø§Ù„Ø­Ø³Ø§Ø¨ ***788 رقم العملية 564156927
2867,riyad bank,2024-10-21T08:45:00,"تم تحويل مبلغ 70,827.04 SAR الى acme trading llc رقم المرجع 769245782 الرصيد 7,182.16"
2868,الراجحي,2024-10-28T13:42:00,رمز Ø§Ù„ØªØ­Ù‚Ù‚ Ø§Ù„Ø®Ø§Øµ Ø¨Ùƒ Ù‡Ùˆ 465063 ØµØ§Ù„Ø­ لمدة 10 دقائق لا تشاركه مع احد
2869,alrajhi,2024-06-12T07:09:00,"سحب نقدي 2,669.40 SAR من الحساب ***991 بتاريخ 12/06/2024 الرصيد المتاح 282,582.24"
2870,بنك الرياض,2024-04-09T19:03:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***978 للاستفسار اتصل على 966580171864
2871,snb,2024-03-31T17:00:00,"Salary of AED 33,279.42 credited to account ***697 on 31/03/2024"
2872,alrajhi,2024-12-07T12:37:00,خصم رسوم 52.73 ر.س على الحساب ***975 رقم العملية 126243600
2873,alrajhi,2024-05-18T05:40:00,‏Your card xxxx1128 was declined at carrefour hyper due to insufficient funds‎
2874,riyad bank,2024-07-25T12:37:00,"Dear customer, service apple pay was activated on account ***158. Call 966560869329 for help"
2875,alrajhi,2024-03-04T18:19:00,"Dear customer, service apple pay was activated on account ***٣٤١. Call ٩٦٦٥١٩٢١٨٤٦١ for help"
2876,alrajhi,2024-11-12T11:55:00,Your OTP is 816892. Valid for 15 minutes. Do not share it with anyone
2877,الراجحي,2024-01-19T01:56:00,"سحب نقدي 66,099.36 SAR من الحساب ***149 بتاريخ 19/01/2024 الرصيد المتاح 280,735.38"
2878,snb,2024-07-31T02:25:00,Your OTP is 406938. Valid for 10 minutes. Do not share it with anyone
2879,riyad bank,2024-03-26T13:46:00,"Purchase of SAR 74,883.61 at jarir bookstore on card ending ****9963 on 26/03/2024 13:46. Available balance SAR 328,151.89"
2880,الأهلي,2024-09-12T15:57:00,"تم  تحويل مبلغ 47,430.69 USD الى sara a. رقم المرجع 448174815 الرصيد 133,286.01"
2881,alrajhi,2024-10-19T22:07:00,Your OTP is 17018. Valid for 5 minutes. Do not share it with anyone
2882,riyad bank,2024-08-20T15:58:00,Your OTP is 749632. Valid for 5 minutes. Do not share it with anyone
2883,riyad bank,2024-01-25T17:06:00,"تم تحويل مبلغ 84,671.60 AED الى نورة الشمري رقم المرجع 991600252 الرصيد 13,928.54"
2884,الراجحي,2024-09-28T11:05:00,"Dear customer, service الحوالات الفورية was activated on account ***809. Call 966572626028 for help"
2885,الراجحي,2024-12-08T21:14:00,"ATM withdrawal AED ٨٥,١٤٤.٦٦ from account ***٦٥٤ on ٢٠٢٤-١٢-٠٨. Available balance AED ٣٧٨,٥٠٩.١٢"
2886,snb,2024-06-11T12:00:00,"‏Transfer of USD 88,821.16 to sara a. completed. Ref 560691067. Balance USD 403,873.74‎"
2887,الراجحي,2024-04-09T07:02:00,"Bill payment SAR 32,877.58 to carrefour hyper succeeded. Fee SAR 29.11. Ref 976795485"
2888,riyad bank,2024-10-13T23:06:00,"Transfer of USD 27,995.20 to sara a. completed. Ref 791470658. Bala"
2889,الأهلي,2024-06-06T02:26:00,"تم تحويل مبلغ 59,840.75 ر.س الى sara a. رقم المرجع 311888356 الرصيد 3,459.15"
2890,بنك الرياض,2024-03-17T10:11:00,"Transfer of USD 74,119.52 to خالد العتيبي completed. Ref 194589847. Balance USD 430,499.65"
2891,alrajhi,2024-09-17T00:26:00,"Purchase  of ر.س 24,076.17 at carrefour hyper on card ending xxxx5340 on 17/09/2024 00:26. Available balance ر.س 59,251.12"
2892,riyad bank,2024-06-18T17:25:00,"عملية شراء بمبلغ 8,525.32 AED لدى هنقرستيشن بالبطاقة ****1474 بتاريخ 18/06/2024 الرصيد المتاح 115,355.81"
2893,snb,2024-01-04T14:35:00,"عملية شراء بمبلغ 3,012.18 AED لدى starbucks بالبطاقة xxxx6308 بتاريخ 04/01/2024 الرصيد المتاح 392,531.40"
2894,الأهلي,2024-08-12T13:34:00,خصم رسوم 43.94 USD على الحساب ***108 رقم العملية 893892773
2895,الأهلي,2024-01-27T19:52:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***910 للاستفسار اتصل على 966561270323
